city,res,origins,departure,budget,samples,mode,exclude,variant,pair,wall_s,cpu_s,bytes,gc_s,compile_s,rss,expansions
Vienna,6,127,84600000,21600000,96,mean_intersection,true,free,0,0.571606216,1.126800000000003,10821720,0.0,0.0,7050162176,14816790
Vienna,6,127,84600000,21600000,96,mean_intersection,true,walking,0,6.766135405,13.474538999999822,52346808,0.0,0.0,7053041664,9139399
Vienna,6,127,84600000,21600000,96,mean_intersection,true,walking,1,6.768740962,13.478933000000325,52346808,0.0,0.0,7053041664,9139399
Vienna,6,127,84600000,21600000,96,mean_intersection,true,fine,1,4.625794978,9.142820000000029,37570752,0.0,0.0,7053041664,108552534
Vienna,6,127,84600000,21600000,96,mean_intersection,true,free,1,0.627190967,1.1982240000002093,10821720,0.0,0.0,7053041664,14816790
Vienna,6,127,84600000,21600000,96,mean_intersection,true,free,2,0.617351596,1.2297680000001492,10821720,0.0,0.0,7053045760,14816790
Vienna,6,127,84600000,21600000,96,mean_intersection,true,walking,2,6.91562545,13.711072999999942,52346808,0.0,0.0,7053217792,9139399
Vienna,6,127,84600000,21600000,96,mean_intersection,true,fine,2,4.743488457,9.33669400000008,37570752,0.0,0.0,7053221888,108552534
Vienna,6,127,84600000,21600000,96,mean_intersection,true,fine,3,4.784391519,9.427000000000135,37570752,0.0,0.0,7053266944,108552534
Vienna,6,127,84600000,21600000,96,mean_intersection,true,free,3,0.611690866,1.2084669999999278,10821720,0.0,0.0,7053271040,14816790
Vienna,6,127,84600000,21600000,96,mean_intersection,true,walking,3,7.174020367,14.10099799999989,52346808,0.0,0.0,7061753856,9139399
Vienna,6,127,72000000,10800000,96,reachable_union,false,fine,0,2.837681203,5.5218079999999645,33799528,0.0,0.0,7068569600,64753729
Vienna,6,127,72000000,10800000,96,reachable_union,false,free,0,0.346969794,0.675785999999789,8647464,0.0,0.0,7068569600,10663899
Vienna,6,127,72000000,10800000,96,reachable_union,false,walking,0,3.246443578,6.2073129999998855,26163320,0.0,0.0,7068569600,4567544
Vienna,6,127,72000000,10800000,96,reachable_union,false,walking,1,3.176837158,6.090373,26163320,0.0,0.0,7068585984,4567544
Vienna,6,127,72000000,10800000,96,reachable_union,false,fine,1,2.796104305,5.449202000000241,33799528,0.0,0.0,7068585984,64753729
Vienna,6,127,72000000,10800000,96,reachable_union,false,free,1,0.314100774,0.6216349999999693,8647464,0.0,0.0,7068585984,10663899
Vienna,6,127,72000000,10800000,96,reachable_union,false,free,2,0.351421789,0.6824499999997897,8647464,0.0,0.0,7068585984,10663899
Vienna,6,127,72000000,10800000,96,reachable_union,false,walking,2,3.122830631,6.054536000000098,26163320,0.0,0.0,7068585984,4567544
Vienna,6,127,72000000,10800000,96,reachable_union,false,fine,2,2.820630219,5.450532000000294,33799528,0.0,0.0,7068585984,64753729
Vienna,6,127,72000000,10800000,96,reachable_union,false,fine,3,2.78931475,5.468029000000115,33799528,0.0,0.0,7068585984,64753729
Vienna,6,127,72000000,10800000,96,reachable_union,false,free,3,0.339820239,0.6763539999997192,8647464,0.0,0.0,7068585984,10663899
Vienna,6,127,72000000,10800000,96,reachable_union,false,walking,3,3.195555053,6.11129099999971,26163320,0.0,0.0,7068585984,4567544
Vienna-moved,6,127,84600000,10800000,4,reachable_union,false,fine,0,0.084698328,0.15279800000007526,29450208,0.0,0.0,6406057984,1167731
Vienna-moved,6,127,84600000,10800000,4,reachable_union,false,free,0,0.008396874,0.013162999999622116,7617056,0.0,0.0,6406057984,179888
Vienna-moved,6,127,84600000,10800000,4,reachable_union,false,walking,0,0.070463226,0.13320900000007896,13253752,0.0,0.0,6406197248,74837
Vienna-moved,6,127,84600000,10800000,4,reachable_union,false,walking,1,0.079773667,0.13816799999995055,13253752,0.0,0.0,6406197248,74837
Vienna-moved,6,127,84600000,10800000,4,reachable_union,false,fine,1,0.062897784,0.11956999999983964,29450208,0.0,0.0,6406197248,1167731
Vienna-moved,6,127,84600000,10800000,4,reachable_union,false,free,1,0.005437094,0.00838000000021566,7617056,0.0,0.0,6406197248,179888
Vienna-moved,6,127,84600000,10800000,4,reachable_union,false,free,2,0.010047337,0.015791999999692052,7617056,0.0,0.0,6406197248,179888
Vienna-moved,6,127,84600000,10800000,4,reachable_union,false,walking,2,0.067933788,0.1275460000001658,13253752,0.0,0.0,6406197248,74837
Vienna-moved,6,127,84600000,10800000,4,reachable_union,false,fine,2,0.079024733,0.15219399999978123,29450208,0.0,0.0,6406197248,1167731
Vienna-moved,6,127,84600000,10800000,4,reachable_union,false,fine,3,0.067618825,0.12964000000010856,29450208,0.0,0.0,6406508544,1167731
Vienna-moved,6,127,84600000,10800000,4,reachable_union,false,free,3,0.013560796,0.015988000000106695,7617056,0.0,0.0,6406508544,179888
Vienna-moved,6,127,84600000,10800000,4,reachable_union,false,walking,3,0.070468014,0.12410200000022087,13253752,0.0,0.0,6406508544,74837
Salzburg,7,127,28800000,10800000,4,mean_intersection,false,fine,0,0.079772841,0.15345700000034412,30359520,0.0,0.0,6608912384,2495034
Salzburg,7,127,28800000,10800000,4,mean_intersection,false,free,0,0.039319468,0.07070099999964441,15785304,0.0,0.0,6608912384,1264091
Salzburg,7,127,28800000,10800000,4,mean_intersection,false,zero,0,0.598287735,1.1607649999996283,32068776,0.0,0.0,6608928768,1284020
Salzburg,7,127,28800000,10800000,4,mean_intersection,false,walking,0,0.246921464,0.47177600000031816,24159512,0.0,0.0,6608928768,566585
Salzburg,7,127,28800000,10800000,4,mean_intersection,false,independent,0,0.334080755,0.6523589999997057,24164696,0.0,0.0,6608928768,911115
Salzburg,7,127,28800000,10800000,4,mean_intersection,false,independent,1,0.337237237,0.6579969999997957,24164696,0.0,0.0,6608941056,911115
Salzburg,7,127,28800000,10800000,4,mean_intersection,false,fine,1,0.074519157,0.14119499999969776,30359520,0.0,0.0,6608941056,2495034
Salzburg,7,127,28800000,10800000,4,mean_intersection,false,free,1,0.034093275,0.05855500000006941,15785304,0.0,0.0,6608941056,1264091
Salzburg,7,127,28800000,10800000,4,mean_intersection,false,zero,1,0.583817866,1.1582209999996849,32068776,0.0,0.0,6608949248,1284020
Salzburg,7,127,28800000,10800000,4,mean_intersection,false,walking,1,0.267792892,0.505750999999691,24159512,0.0,0.0,6608953344,566585
Salzburg,7,127,28800000,10800000,4,mean_intersection,false,walking,2,0.267887104,0.4836040000000139,24159512,0.0,0.0,6608953344,566585
Salzburg,7,127,28800000,10800000,4,mean_intersection,false,independent,2,0.345756304,0.6536470000000918,24164696,0.0,0.0,6498263040,911115
Salzburg,7,127,28800000,10800000,4,mean_intersection,false,fine,2,0.115544271,0.19684200000028795,30359520,0.0,0.0,6498082816,2495034
Salzburg,7,127,28800000,10800000,4,mean_intersection,false,free,2,0.039572043,0.06294700000034936,15785304,0.0,0.0,6498070528,1264091
Salzburg,7,127,28800000,10800000,4,mean_intersection,false,zero,2,0.580624885,1.1317830000002687,32068776,0.0,0.0,6498041856,1284020
